Date,Close,High,Low,Open,Volume
2025-03-03,166.81787109375,173.17055534541237,165.73911166521458,171.7322094406985,40770500
2025-02-28,170.0841064453125,170.41372863795183,166.5781498819881,168.48594100971005,48130600
2025-02-27,168.30616760253906,174.3591940996765,167.746814231894,173.78985771928288,39991000
2025-02-26,172.5312957763672,175.87744820035027,171.38262477536554,174.8686155406987,35431300
2025-02-25,175.21820068359375,178.53438877889693,174.48904471950055,177.8351818432405,41913400
2025-02-24,179.04379272460938,182.90933584096624,178.68420625509464,181.78064614487357,29854200
2025-02-21,179.4533233642578,185.12678179449694,178.87398876546825,184.93699793129608,35199200
2025-02-20,184.34768676757812,185.09682399614678,182.5098070913863,184.58741616756504,20441500
2025-02-19,185.05686950683594,185.246653369277,183.3787942547783,183.8582530360721,19549400
2025-02-18,183.55859375,185.74607679460826,181.5309302979739,185.386490331916,29916700
2025-02-14,185.01690673828125,186.1855589387927,184.1079651875959,184.8471041355986,20448400
2025-02-13,185.92587280273438,186.06571114375504,182.9293238598035,184.10797436946572,21402500
2025-02-12,183.39878845214844,184.8970629566076,181.62083725948915,183.0092376906385,22072600
2025-02-11,185.10682678222656,186.72495835838524,184.06801459806726,184.81715184499055,21239500
2025-02-10,186.2554931640625,187.98349876976383,185.64619427540677,187.1344857224474,23105600
2025-02-07,185.1267852783203,190.9600634127379,183.02921021692137,190.83022332592188,49315000
2025-02-06,191.3795928955078,191.87901770448227,188.50290111861952,189.28200260132084,29297400
2025-02-05,191.1099090576172,192.52827375908595,187.81370210065404,190.85021363044225,70373900
2025-02-04,206.14259338378906,206.81182081300247,202.57669285659674,203.15602747619252,43856400
2025-02-03,200.99850463867188,203.5156099470352,199.8698149328218,200.45913255035472,27838300
2025-01-31,203.78530883789062,205.24362078448016,201.56786140671954,201.76762828746982,32042000
2025-01-30,200.638916015625,201.16830508891937,197.44260031613962,197.7722225159478,24354700
2025-01-29,195.18521118164062,196.5636133163606,193.20747792712066,195.33503253066368,18218300
2025-01-28,195.07533264160156,195.2551182563093,190.4606370613745,192.52826307792662,24157900
2025-01-27,191.58934020996094,196.65351502081776,190.5105808080997,192.18865606918456,41728900
2025-01-24,199.9796905517578,200.66888399183227,197.77222616967978,197.87211722888603,23877500
2025-01-23,197.7522430419922,200.06958147081755,194.97544232412307,197.91206263871854,26951400
2025-01-22,198.1417999267578,200.24937329507208,197.30276987978317,198.83100862292844,26200600
2025-01-21,197.82217407226562,202.05728678766425,197.6423732117847,198.84100497169504,29971300
2025-01-17,195.77452087402344,197.00310160992169,193.52710928235737,196.3039099407615,27735100
2025-01-16,192.68807983398438,195.2551153784116,192.58818877757312,193.91666057341888,17815400
2025-01-15,195.32504272460938,196.1341084636535,191.6392852545324,192.8678659974796,21776000
2025-01-14,189.4418182373047,191.75914137705388,188.0933651847724,191.02000242961614,17174900
2025-01-13,190.79026794433594,190.96007055747594,187.14447278422705,189.8513620671916,21823700
2025-01-10,191.81907653808594,196.29393386115163,190.09107094303815,194.07648645979594,26665200
2025-01-08,193.7268829345703,196.06418741382137,192.1586969389352,192.3484808074723,24864800
2025-01-07,195.26512145996094,200.7687774852745,194.37614589069548,196.8832529983184,26487200
2025-01-06,196.64352416992188,197.99197728329852,193.6270092243641,193.75684931380115,29563600
2025-01-03,191.56936645507812,192.9877463613902,189.76145103861666,191.14985143368122,18596200
2025-01-02,189.2120819091797,191.7791328258186,187.2843094002135,190.43067970164262,20370800
2024-12-31,189.08224487304688,191.73918864322025,188.29314510160168,190.8601960597075,17466900
2024-12-30,191.02000427246094,192.32849481864238,188.90243274221342,189.58165840021294,14264700
2024-12-27,192.5382537841797,195.09532170060632,190.43068040496257,194.72573696465102,18891400
2024-12-26,195.375,196.52367101490134,194.1564021929594,194.92550545907343,12046600
2024-12-24,195.8843994140625,195.8843994140625,193.55707797257898,194.61585613024195,10403300
2024-12-23,194.40611267089844,194.87557322669755,189.93125525567427,192.3984151157297,25675000
2024-12-20,191.18980407714844,192.66809720587494,185.00692266360085,185.56627599656574,63462900
2024-12-19,188.2931365966797,192.8079411518366,188.16329650997008,191.40955777871685,32265200
2024-12-18,188.18325805664062,196.77337069091053,187.52402890568504,194.99541962680925,34166100
2024-12-17,195.1951904296875,201.18828813489583,194.7556941593745,197.02308705872431,43504000
2024-12-16,196.43377685546875,198.77108139081074,192.39841571324646,192.648128127054,44934900
2024-12-13,189.6016387939453,192.50827955283287,189.42183794011777,190.7902570178538,25143500
2024-12-12,191.7391815185547,194.9554633024938,191.48946911126617,194.77567768503926,34817500
2024-12-11,195.1752166748047,195.3849818086967,184.637364997593,185.0968273042346,67894100
2024-12-10,184.9569854736328,186.14561898038454,180.8417298459591,182.6396622409938,54813000
2024-12-09,175.1682586669922,176.05723424799297,173.45023604553785,173.75989224042516,25389600
2024-12-06,174.30926513671875,174.6784115765489,171.4657962428472,171.6354044780067,21462400
2024-12-05,172.24400329589844,175.65615678272883,171.93471679976247,174.95776546503646,21356200
2024-12-04,173.9700164794922,174.50878632573773,170.6676115592613,170.75740145903967,31615100
2024-12-03,170.9469757080078,172.28389835489799,170.45810941593857,171.0966407714524,22248700
2024-12-02,171.0966339111328,171.6852768885628,168.18333376692627,168.38287195306333,23789100
2024-11-29,168.5624542236328,169.0413489221372,166.7765668794217,168.1134894922982,14257200
2024-11-27,168.84181213378906,169.09123867813173,167.6345961844918,168.61234397565445,19266500
2024-11-26,168.73207092285156,169.43047745533647,167.19561004372002,167.24549839943876,20486700
2024-11-25,167.26544189453125,168.24320495243438,165.23012790175193,165.7090226252667,33135300
2024-11-22,164.38206481933594,166.0781775052239,163.52403689515066,165.4695761261647,38604600
2024-11-21,167.2454833984375,173.73057324168968,163.32449039222482,173.50108987072463,59734400
2024-11-20,175.5763397216797,177.27243728365775,173.38138904007343,176.93322081601997,18997100
2024-11-19,177.71141052246094,178.4596901179334,173.16187301779436,173.32150965187077,23434900
2024-11-18,174.8979034423828,175.03758170425652,172.50339937967658,173.02221087683125,20206600
2024-11-15,172.09434509277344,173.7405542062273,170.8272539769183,173.3314910172349,32504600
2024-11-14,175.17726135253906,178.40983501207117,173.92015698572658,177.87106512358804,31007500
2024-11-13,178.4696807861328,180.54491140269107,178.13044912542955,180.04605832824305,23184000
2024-11-12,181.20339965820312,182.07141442586757,178.97851903978543,179.40754063277615,25134900
2024-11-11,179.93630981445312,180.13584799922145,178.06061738529806,178.1703656704888,17450400
2024-11-08,177.94090270996094,180.48504128160124,177.6715177795822,180.23561473741785,22006200
2024-11-07,180.33538818359375,180.66463304281666,176.783556694456,177.00305326727127,25352900
2024-11-06,176.10511779785156,176.53413938489027,173.1020275837351,173.40134249175,33695500
2024-11-05,169.35064697265625,170.13882813078655,168.45270230555178,169.04134527892143,18242100
2024-11-04,168.851806640625,170.33837916949005,167.62461702535575,169.540211146429,21492700
2024-11-01,170.89707946777344,171.924730806551,168.49261922011235,169.67989197256162,31796500
2024-10-31,170.71751403808594,176.41442332366287,170.60776574356834,172.73288489023227,44769000
2024-10-30,174.059814453125,181.6024702004282,173.660722875302,180.26553244445503,68890800
2024-10-29,169.29078674316406,169.9891932870904,166.7067312467614,167.3452626285711,42169000
2024-10-28,166.3375701904297,168.3629124526984,163.5739198981752,168.3629124526984,32138600
2024-10-25,164.89089965820312,165.21015770980458,163.04513719135548,163.29456372883286,19828900
2024-10-24,162.34674072265625,162.95534206352698,160.64065656258018,162.45648900457678,22412500
2024-10-23,162.4066162109375,165.43965162521155,161.5585598399715,164.38207025094962,18280500
2024-10-22,164.76119995117188,165.38975972379467,162.60615092256947,162.60615092256947,16568100
2024-10-21,163.69366455078125,164.12267091200812,162.24697837282997,162.57622324771475,20946500
2024-10-18,163.04515075683594,164.3322003226238,162.7059342913527,162.81568258592537,19757700
2024-10-17,162.55625915527344,165.9883708197769,162.3866509330354,165.3498394792033,21453400
2024-10-16,164.78114318847656,165.41967448375283,163.36440235282572,164.1525834736406,16406000
2024-10-15,165.08047485351562,167.29536861569628,164.25237687914083,165.40970450318616,20247200
2024-10-14,164.5816192626953,165.84869515872447,163.02518482340258,163.26463978878337,19016100
2024-10-11,162.8655548095703,163.52402928799188,160.87014254138842,161.75810039177787,15344300
2024-10-10,161.70822143554688,162.69595604624766,160.0320671165202,160.50099024469034,14144100
2024-10-09,161.4887237548828,164.46188392429227,159.37359151374716,163.07507293573457,31181800
2024-10-08,164.00294494628906,164.35213297119705,162.49639888774195,163.5639517960843,23072700
2024-10-07,162.6061553955078,168.09353960289477,162.37668722767793,167.3352883566198,22463100
2024-10-04,166.67678833007812,167.84410270815644,165.10041077348518,167.6744944881404,19047400
2024-10-03,165.47955322265625,166.25776285148348,163.54400073216186,164.0328822574666,15073100
2024-10-02,165.47955322265625,167.13574919120185,164.3521403294987,166.03826626655388,17760200
2024-10-01,166.60696411132812,168.7719847422779,164.2024885113937,167.30535540779766,28338100
2024-09-30,165.46957397460938,165.76887364583845,162.88550343062403,162.9453785886578,20413900
2024-09-27,163.5739288330078,165.31991468714682,162.25696456225583,162.4365443712631,21101300
2024-09-26,162.35671997070312,163.70362938299246,161.90775524120266,163.26463623457852,20319300
2024-09-25,161.11956787109375,162.43653204188453,160.93000127122684,161.09960948590057,18869200
2024-09-24,161.917724609375,162.84559924653018,160.32140390143587,162.65603264196153,23332100
2024-09-23,161.47874450683594,165.1103942398001,161.29914948564644,163.97300985155823,24150900
2024-09-20,163.21475219726562,163.35443045510996,161.68826294232812,163.12496229374892,40896400
2024-09-19,161.76808166503906,163.41429079540828,160.96991366518583,163.3344876968325,26587700
2024-09-18,159.44342041015625,160.13184010247764,158.23620447115354,159.493308763357,23677300
2024-09-17,158.95455932617188,160.18173369132347,158.01671306098063,158.65524442097214,20715600
2024-09-16,157.6974334716797,157.88700007819574,156.2407910010188,156.949153850456,18379800
2024-09-13,157.09881591796875,158.0167037423396,154.85397709703722,155.0734584425326,29591200
2024-09-12,154.33517456054688,154.46488123819847,152.29984538660895,153.4472166512295,29695000
2024-09-11,150.8132781982422,151.15249466457212,147.18162811030237,149.57611698577008,29607700
2024-09-10,148.31900024414062,150.92301391041104,147.9997269680091,150.10488755816476,31118800
2024-09-09,148.368896484375,153.04812579911544,146.88230875795676,152.16016788537544,39260500
2024-09-06,150.374267578125,157.25928448946016,150.00561037278717,156.73120219936595,37912100
2024-09-05,156.6714324951172,158.87343271753585,155.41597886981896,155.73482906151818,18688700
2024-09-04,155.88427734375,158.42505964289654,155.3960589028362,156.09352467815137,19353800
2024-09-03,156.79100036621094,161.26477038522722,155.91417750545756,161.13523558890284,38945300
2024-08-30,162.7892303466797,163.06821666334946,161.10533887588517,162.03196874119254,22123800
2024-08-29,161.19500732421875,165.36985884682494,159.67054097302747,163.71585770644296,19699800
2024-08-28,162.26113891601562,165.0011948895807,160.9459047509701,164.44320708392877,16407400
2024-08-27,164.0845184326172,165.83816409495242,163.86532792843937,165.2403275821356,11821900
2024-08-26,165.5591583251953,166.94413138700807,163.86530867604202,165.77836400723294,14190400
2024-08-23,165.0211181640625,165.57909078821876,163.237597440162,164.12437861861332,13955700
2024-08-22,163.20770263671875,166.98399131629145,162.71946900223335,166.65518277106005,22493300
2024-08-21,165.2502899169922,166.2466739015297,164.07454890935912,164.5528089649255,22902000
2024-08-20,166.57546997070312,168.0301973015893,166.21678632585224,166.2964836667436,18341500
2024-08-19,166.06732177734375,166.08725371463413,163.66603265490428,164.68234860612503,22416200
2024-08-16,162.37074279785156,164.46314006883134,160.54735825938926,160.88612516941268,24208600
2024-08-15,160.7167510986328,161.05551802843678,159.03285961324696,159.9196408139774,31524300
2024-08-14,159.79010009765625,162.6298006303333,157.13973016458638,161.81275843785846,40591100
2024-08-13,163.56640625,164.13433724204145,162.3807068200086,162.81911822642027,18551700
2024-08-12,161.70315551757812,164.30371841151174,161.25478575040617,163.75571936475353,15895300
2024-08-09,163.0781707763672,163.1977319936456,158.48483983468753,159.43140161323996,28602300
2024-08-08,161.444091796875,163.0980928190794,159.63068089584155,159.92958392090395,25578800
2024-08-07,158.36526489257812,162.39064929609555,157.8969632273386,160.6669093473954,25138600
2024-08-06,157.7176055908203,159.98937493855377,155.8444141408682,158.7538533920478,49004600
2024-08-05,158.6741485595703,163.8354102699276,154.36976247516517,154.93770864058513,53630700
2024-08-02,166.05735778808594,167.90065902927802,164.07454819419817,165.8381520961541,29130100
2024-08-01,170.1425323486328,173.42064433790932,168.2693407012315,169.63438196406787,24531400
2024-07-31,170.91969299316406,173.61990013827557,169.39522679360476,172.61355784032972,25729100
2024-07-30,169.6742401123047,170.61084359012222,167.8309386667155,169.6244330706624,18959700
2024-07-29,168.91697692871094,169.81371643996607,167.38255227079114,168.21951117511102,20293800
2024-07-26,166.39613342285156,167.48218836937892,163.4667619348052,166.54558494627688,41336900
2024-07-25,166.6751251220703,172.7929226710128,166.58545420511723,171.8961830942536,44852000
2024-07-24,172.0057830810547,175.5529078595556,171.1987144347076,172.97227682395808,49585200
2024-07-23,181.1326446533203,182.94607087092996,180.88354864784296,181.39171422932947,36352700
2024-07-22,181.01309204101562,182.03936641608118,179.57829654867925,179.93699542176336,24100300
2024-07-19,177.01759338378906,179.63807308812588,176.48951105533254,178.23318313703982,18881900
2024-07-18,177.04747009277344,181.8400745567317,175.83188043287228,181.27212839599844,25315700
2024-07-17,180.36544799804688,182.88629847032706,179.24948750496557,182.308393887249,20734100
2024-07-16,183.2549591064453,187.99774187820162,182.70694481891954,186.6825227917543,18290700
2024-07-15,185.85549926757812,187.5593225326645,184.25132048016474,184.25132048016474,16474000
2024-07-12,184.40078735351562,186.43340394870364,183.82288283046884,184.41074571984632,22898400
2024-07-11,184.8990020751953,190.16986719879003,184.4107683999166,189.16352474556632,25625800
2024-07-10,190.48870849609375,191.05665474143063,188.34648872255113,188.46604995162622,15952500
2024-07-09,188.29664611816406,190.6680449292031,188.03759174863737,189.62183867706156,15121400
2024-07-08,188.3464813232422,189.48235856567723,187.10100122392242,189.2133306072121,21035900
2024-07-05,189.9108123779297,190.16986676631305,185.1281657368756,185.1879463493014,20967500
2024-07-03,185.14808654785156,185.4170992875996,183.33466032731423,184.18159282875,10242100
2024-07-02,184.5701904296875,184.89899899691764,180.9034891495935,181.39172281674388,17372500
2024-07-01,182.32830810546875,183.2150892304388,180.64441676394287,182.36815677467078,16006100
2024-06-28,181.49134826660156,184.46058367632295,181.30204806851228,183.65351502999962,29156600
2024-06-27,184.7395782470703,185.37726345815258,183.3546049665816,183.51401486664113,18848900
2024-06-26,183.21510314941406,183.84281475961373,181.82015636356306,181.96962309255457,19839000
2024-06-25,183.3645477294922,183.6236020982057,178.77121684563144,178.97049060645827,23235600
2024-06-24,178.5719451904297,180.23590467855502,178.02393093898397,179.50854860133447,18298000
2024-06-21,178.98046875,180.19605848680078,175.9713847127052,176.3599738775111,58582700
2024-06-20,175.6625213623047,176.648931899367,174.35726061279985,174.73587623555667,20160100
2024-06-18,174.45687866210938,176.74856500464978,173.47046818859647,176.49946899358264,21869900
2024-06-17,176.59910583496094,177.715051051079,174.17788480631722,174.82554352922475,19618500
2024-06-14,176.15072631835938,176.419754263997,173.52027308216327,173.59002726213419,18063600
2024-06-13,174.52664184570312,176.100930541289,174.24765551520585,175.47320369586276,20913300
2024-06-12,177.14710998535156,179.75764648213246,175.47319211286342,177.60545332869307,27864700
2024-06-11,175.98135375976562,176.20055947666336,173.14166821496,175.5828062037414,21540600
2024-06-10,174.37716674804688,176.41975708694557,172.13530264029285,174.3373180757214,23779200
2024-06-07,173.6298828125,177.02364564681855,173.47064048742553,176.2075553066339,19661400
2024-06-06,175.88906860351562,176.30706831231922,174.91373594964054,175.06301613629049,23251000
2024-06-05,174.5753631591797,175.80945323933747,173.10239440013726,174.36635570479385,22068500
2024-06-04,172.96307373046875,173.0228009976231,171.07212029758608,172.45550585604707,26879600
2024-06-03,172.3460235595703,173.69955303760383,170.3455929752159,171.71901635552842,27459100
2024-05-31,171.67919921875,172.23653216033742,168.63376194065896,171.0422451160524,37638900
2024-05-30,171.29107666015625,174.38627944367667,170.97259197646454,174.36637035439955,22958700
2024-05-29,175.0630340576172,175.99856381955107,173.88865597259237,174.59526917665025,23388700
2024-05-28,175.56065368652344,176.42652440990983,173.54031397559726,173.61993514476987,20572200
2024-05-24,174.15736389160156,174.93365126217552,172.82372836993727,174.14740175468117,16572500
2024-05-23,172.72421264648438,177.40184593977742,172.12706150853876,176.22746793765114,21024900
2024-05-22,175.54075622558594,176.30708148924128,174.37632512413728,175.79951363051288,17880000
2024-05-21,177.00375366210938,177.3023140421263,174.9734519608894,176.05826183810862,16989400
2024-05-20,176.07818603515625,177.91938952957375,175.24218652700162,175.35166373779703,22554400
2024-05-17,175.22227478027344,175.43128224723478,172.86355649440316,173.3512152736709,24479300
2024-05-16,173.3511962890625,174.28672593990896,171.86829583867203,172.46543176167918,27867900
2024-05-15,171.68914794921875,171.82848118606026,169.69866445937762,169.81810379537313,26948400
2024-05-14,169.52947998046875,170.43515363864887,167.99681433185833,168.9622000666333,25127100
2024-05-13,168.33518981933594,168.47452305757707,163.2196478065062,163.47840519575857,31327600
2024-05-10,167.84751892089844,169.0418211972959,165.39923266388908,167.2304738812949,29799900
2024-05-09,169.15130615234375,169.87782842770906,167.37976174414283,168.58401102643612,15346700
2024-05-08,168.5740509033203,169.34037610962505,167.93709679670465,168.1958541822666,19569100
2024-05-07,170.43515014648438,170.94271797332505,167.58875812637166,167.69823532661383,28039700
2024-05-06,167.30015563964844,167.3399586304374,165.2399977875199,166.66320148373052,21871300
2024-05-03,166.4442596435547,167.16083502137172,162.27419368231517,166.76272915248109,34662400
2024-05-02,165.82717895507812,165.9366561572897,163.1101731735162,164.00588469256783,24294500
2024-05-01,163.080322265625,166.3248050727695,162.31398182603573,163.51823108824746,33493200
2024-04-30,162.00547790527344,167.30017218886394,161.8263416497257,164.8220143504815,33562900
2024-04-29,165.3594207763672,168.74325204452023,164.4239062306873,168.25557809024173,45610000
2024-04-26,171.1318359375,173.87871320868138,168.84277660691075,173.5403194325108,64665300
2024-04-25,155.25772094726562,155.74539489675468,150.15212564884374,150.60994355919925,57109700
2024-04-24,158.37281799316406,158.81072677485923,156.42213756184464,156.74062219805325,22779100
2024-04-23,157.5069580078125,158.21358635071638,155.53638354340058,156.21315584791824,21151600
2024-04-22,155.53639221191406,156.88992171020138,153.32695413108942,153.5757645889644,26446200
2024-04-19,153.3568115234375,155.6160147529958,151.57533531126506,155.45677241386718,32239100
2024-04-18,155.2676544189453,156.19323711028636,153.88426904317683,154.600844292543,19883000
2024-04-17,154.73025512695312,156.33259514906842,153.84449046790715,154.87953533334849,21763100
2024-04-16,153.66534423828125,154.90939662099464,152.69995837440078,153.45635194224974,20779500
2024-04-15,154.12313842773438,158.48230216405906,153.8544189023788,158.10410543846115,27136500
2024-04-12,156.9794921875,159.4576498521726,156.39230314278245,157.20840874623565,25329200
2024-04-11,158.6514892578125,158.92019359328873,155.7155291650152,156.16338491032602,27166400
2024-04-10,155.3970489501953,155.86481379575542,153.9439892879095,155.46672316327985,22838600
2024-04-09,155.85487365722656,157.80553910227465,154.4515790592109,155.3472906145229,31113000
2024-04-08,154.1132049560547,154.5312047063974,151.8838577680416,152.0530470584528,20702000
2024-04-05,151.7743682861328,152.6899888823038,148.8881732587718,149.31611992588236,23449300
2024-04-04,149.81375122070312,154.03358204033015,149.73413005208545,152.7696206660751,34724700
2024-04-03,154.182861328125,154.34210366441846,152.00327930693646,152.8691500191665,24705000
2024-04-02,153.8245849609375,153.96391821888022,151.42604834775094,152.7696309813447,24586000
2024-04-01,154.75015258789062,154.99896303730998,149.89336775564567,149.972988921802,31730800
2024-03-28,150.2118377685547,150.70945866916398,149.45545946665504,150.13223178829975,24485400
2024-03-27,150.15211486816406,150.91845525200065,148.19148744617945,150.46063737451573,22879200
2024-03-26,149.9530792236328,151.53551003081748,149.26635995623974,149.505223453737,22149100
2024-03-25,149.35594177246094,149.6644642956251,147.11664775908744,149.22655548099812,19229300
2024-03-22,150.0526123046875,150.85875574292584,148.2711209562635,148.41045420254932,29175700
2024-03-21,146.89767456054688,149.65448301475038,146.20099325211407,148.75877159845464,24755600
2024-03-20,148.0322723388672,148.15169649653035,146.04178871816205,147.29578793217973,21311500
2024-03-19,146.3303985595703,148.08201863565114,145.38492190024363,147.45502663716707,24070400
2024-03-18,146.97727966308594,151.42601105591572,146.46971188833376,147.90286229490744,69273700
2024-03-15,140.5082244873047,142.49870800871952,139.3637025369648,141.82195090080685,49460600
2024-03-14,142.4191131591797,142.90677194087021,139.79167531307277,140.5181976030222,42753400
2024-03-13,139.12484741210938,140.4186648160553,138.3286661046211,138.33861305579995,23347200
2024-03-12,137.8409881591797,138.7168057955102,136.37798151039325,136.37798151039325,27563400
2024-03-11,137.0149383544922,138.43814204162481,135.48227264684192,135.48227264684192,32437800
2024-03-08,134.76568603515625,137.43292657686754,133.36239155397143,133.57139899877532,39343100
2024-03-07,133.7406005859375,134.29793357515936,130.98377649333827,132.1581545511722,37738200
2024-03-06,130.77476501464844,132.94440001172532,130.22739417958527,132.4865821068133,35318600
2024-03-05,132.0387420654297,132.60603724215898,130.048258250132,131.2525076403091,40194800
2024-03-04,132.71551513671875,135.01452152533,131.28236435260098,135.01452152533,55999400
2024-03-01,136.48745727539062,138.20922130484942,136.26850286861733,137.7713124913028,31119500
2024-02-29,137.80117797851562,138.19926859997335,135.75096723807542,136.62678482870294,42133000
2024-02-28,135.73106384277344,137.35329743861095,134.76567820777544,137.24382024744057,37328600
2024-02-27,138.2191925048828,138.5874271285175,136.43770109534037,137.36328390942444,33099200
2024-02-26,136.91542053222656,141.76224319676408,136.73626911295864,141.46366762210727,53641800
2024-02-23,143.27500915527344,143.99156924470117,142.74751705595645,142.98638054322166,19493800
2024-02-22,143.40438842773438,144.31006211743158,142.1205331777144,144.2403879015234,27191900
2024-02-21,141.87171936035156,142.01105260267784,140.0106068974836,140.7769473233704,23315700
2024-02-20,140.44851684570312,141.40395564806843,138.82628305113792,138.99547233345777,25144700
2024-02-16,139.85137939453125,142.5086731289085,139.47318265796596,142.30962780983683,31451100
2024-02-15,142.0906524658203,142.83708369199013,139.79164671900637,142.45888701115246,37590700
2024-02-14,145.24559020996094,145.82283227426896,143.40438681197526,145.38492345402256,22704200
2024-02-13,144.44940185546875,145.97212067480473,143.00630420667008,144.23044743303745,27837700
2024-02-12,146.82803344726562,148.6294188215734,146.6687911016663,147.7137981136562,21564100
2024-02-09,148.291015625,148.72892440965512,145.4844266976286,145.98204755543063,26829500
2024-02-08,145.2157440185547,145.6337437790856,144.40960053851757,145.1361228470937,22563800
2024-02-07,144.84750366210938,144.92712483877034,143.24516354900098,144.0712161723984,25208900
2024-02-06,143.4143524169922,144.6683516438696,142.5086787155993,143.9617232693515,29128200
2024-02-05,142.996337890625,144.7778292586984,142.10062632407735,142.14044450127528,38505400
2024-02-02,141.70252990722656,141.94137821596175,135.8505033642639,138.5973652180094,62470600
2024-02-01,140.48834228515625,142.37929571349378,140.12009247642374,141.44376595073413,40466500
2024-01-31,139.43338012695312,143.314817013255,139.20446358239303,142.93662027544656,71910000
2024-01-30,150.73931884765625,152.88902943924788,150.47059932888845,152.07293911887135,36331800
